user,item,rating
133,178,4
90,100,3
1348,74,5
23,681,5
1261,689,3
1310,208,1
1263,411,5
1213,100,4
362,685,5
1267,243,2
737,432,3
1255,466,4
271,157,3
246,143,5
711,40,4
385,397,3
82,517,5
1285,621,5
828,568,5
1306,91,5
209,311,5
1263,464,5
1058,248,4
878,397,3
489,106,4
83,106,4
637,425,4
1088,453,1
625,525,3
706,684,5
835,431,3
522,157,2
77,574,5
1232,55,5
633,40,4
385,215,3
280,349,3
70,690,3
200,262,3
213,13,3
217,243,1
1305,78,5
739,597,4
1213,298,3
643,126,3
976,487,5
198,152,3
932,106,5
1155,586,4
569,200,4
1282,604,5
1156,364,5
951,524,4
767,359,5
672,211,5
389,201,5
815,238,4
1237,186,4
472,537,2
1244,148,4
1245,452,5
819,203,4
1165,225,3
1175,173,3
61,242,5
177,178,5
300,458,4
46,334,3
454,242,5
160,362,3
811,70,3
546,214,5
1324,551,3
638,105,5
1070,655,3
688,428,1
833,419,5
777,474,4
635,347,2
873,277,1
1274,8,3
522,502,5
1099,588,2
1091,516,4
767,262,4
1181,524,4
511,353,4
1221,604,5
182,300,5
1058,680,4
1020,160,1
256,560,4
1341,366,4
324,569,5
1182,312,5
619,337,4
608,93,5
1261,66,5
666,188,5
919,586,4
83,149,4
1035,364,4
577,550,3
24,245,3
759,155,3
204,683,1
890,65,5
1268,666,1
522,50,4
41,35,4
268,17,5
162,524,1
288,78,3
1050,660,5
1180,458,4
1026,123,3
192,496,4
331,682,5
996,48,5
451,68,3
331,615,3
915,37,5
630,46,5
167,321,1
1106,35,5
1185,173,3
974,436,4
774,76,4
1125,9,4
931,288,4
305,148,5
75,340,1
286,450,4
830,274,5
593,334,3
262,360,3
520,462,3
1412,602,3
920,557,5
60,595,5
289,278,5
94,212,5
680,502,5
1164,362,3
577,578,4
114,279,2
213,389,4
92,319,4
1095,229,4
159,241,5
484,61,5
590,361,4
1120,161,5
508,506,5
757,487,5
221,107,2
1237,77,4
94,305,5
619,592,4
1052,353,3
247,488,4
1001,614,4
1135,165,5
54,228,5
1037,529,3
1320,296,5
522,250,5
116,43,5
1142,486,4
1389,167,4
998,614,4
1209,706,5
1349,438,1
1024,379,5
1178,280,2
1134,583,5
1003,41,4
512,676,2
821,534,4
1135,302,4
1363,671,1
64,599,4
1013,362,4
273,72,5
976,656,5
767,77,5
920,32,5
983,436,4
1274,481,5
433,524,4
767,589,5
836,66,5
167,436,1
151,619,1
661,331,5
990,400,1
631,216,5
483,137,5
1072,49,1
1332,243,3
1214,511,5
112,515,5
355,351,4
179,165,4
181,268,4
540,706,4
36,399,5
758,435,5
649,67,5
726,175,4
1301,17,4
1162,405,5
197,615,3
757,91,5
1304,296,5
834,59,5
1247,12,1
1013,66,4
449,66,5
155,379,5
891,96,5
135,12,1
790,254,5
182,66,5
586,360,5
669,13,2
1176,525,5
1203,626,3
403,224,3
201,450,5
563,654,5
1284,222,5
1198,571,4
277,706,4
980,49,3
511,496,3
886,623,3
1123,488,3
225,225,4
674,669,1
516,245,3
868,365,3
1179,627,3
891,632,5
1195,328,5
626,260,5
500,419,5
400,154,4
441,9,2
1015,55,4
807,101,3
356,334,5
351,466,4
1067,430,5
339,32,5
1312,574,5
1093,540,5
923,560,3
397,271,3
944,226,5
40,20,5
157,698,2
79,529,4
588,410,1
305,473,5
885,59,5
1218,328,5
459,450,3
1231,615,4
515,73,1
931,663,3
898,574,5
120,74,3
531,686,5
297,523,5
807,262,4
125,529,3
1176,164,5
1081,578,3
1280,197,5
556,651,3
1202,121,5
829,68,3
1075,623,3
485,700,5
1013,589,4
293,33,1
89,175,3
285,530,5
1109,349,4
354,583,4
928,463,5
155,80,5
1226,472,4
866,410,5
1011,378,3
1274,430,5
958,345,3
1130,34,4
521,560,4
1171,375,5
979,419,5
827,582,5
1090,614,3
5,238,3
362,640,5
16,72,5
1216,250,3
376,423,5
365,155,3
1096,343,3
402,547,5
49,434,3
233,89,5
489,444,5
979,689,5
727,700,5
80,670,5
361,161,3
476,183,4
465,16,2
1394,78,5
536,409,4
1104,232,1
184,344,5
315,681,4
353,690,4
851,704,5
459,227,2
483,234,5
43,686,5
15,291,5
712,587,5
254,229,4
1039,271,5
1387,539,5
100,182,5
304,407,5
851,452,5
202,202,3
121,669,5
1279,696,5
200,592,5
28,329,4
604,13,4
34,76,4
839,73,3
187,279,5
580,609,4
806,591,5
228,655,5
240,624,3
1364,157,3
417,680,3
614,43,5
116,153,5
232,409,4
64,370,5
891,327,5
717,102,5
1088,673,1
1015,145,5
710,315,4
1246,546,5
1313,524,5
551,629,5
977,535,5
488,265,1
1037,689,5
899,282,1
1304,323,4
550,479,3
167,671,1
1133,667,4
1092,449,5
139,567,5
788,381,3
1394,303,5
192,705,4
113,128,3
1194,104,5
625,666,1
1053,49,5
869,93,5
1263,14,5
118,338,4
65,99,3
998,40,5
310,390,4
1016,208,2
454,653,5
1319,249,5
1368,404,4
178,175,2
1395,41,1
518,192,5
882,84,5
602,93,4
18,27,5
19,208,3
436,368,5
289,350,4
1302,173,3
183,498,5
1117,486,4
898,227,4
1252,330,4
805,337,5
1361,549,5
1359,609,5
888,83,5
698,413,5
1366,161,3
1156,278,4
299,279,2
219,312,4
135,534,1
1263,544,5
239,621,4
1062,80,5
944,310,5
521,14,5
1304,557,5
996,367,5
760,472,3
293,182,2
934,406,1
833,408,4
1204,265,5
495,388,5
281,73,4
328,458,4
402,133,4
60,524,3
1069,135,5
82,665,3
935,246,5
225,428,4
1148,20,5
145,639,5
1201,641,5
543,266,5
677,268,3
1347,404,5
733,514,5
1001,488,5
9,479,4
581,101,4
964,242,5
468,3,3
1206,95,5
991,420,4
1069,349,2
274,95,5
920,537,3
807,650,5
239,690,3
875,98,4
1043,423,5
92,322,3
262,568,1
46,340,3
135,602,3
1395,209,3
635,600,2
928,319,5
787,124,3
536,41,4
752,25,5
778,504,2
292,31,4
1006,129,2
501,311,5
572,600,1
177,531,5
1274,152,3
913,512,5
514,684,5
233,124,3
935,374,5
1055,666,3
65,160,5
1294,32,5
685,337,5
988,127,3
1080,350,4
1035,327,5
239,285,5
620,280,1
310,124,2
825,187,5
1064,98,4
903,34,3
23,500,5
765,497,3
536,276,3
740,154,4
901,699,4
24,130,4
206,100,2
1223,159,4
976,590,3
576,165,3
919,596,5
825,516,4
727,365,5
1257,686,5
846,622,5
832,194,5
1014,495,5
1212,595,1
1314,533,3
349,197,5
876,303,5
73,450,5
1060,56,2
793,278,5
896,463,1
1267,209,1
1413,618,3
1294,319,5
25,365,1
442,415,3
1098,55,5
1066,610,5
1355,347,5
893,289,4
1047,511,5
460,550,2
920,250,5
1355,473,4
476,281,3
343,246,5
428,155,5
1035,289,4
197,3,3
159,627,4
703,529,5
263,642,4
507,154,5
1361,551,4
328,1,5
293,611,3
796,534,3
726,314,5
1128,238,5
425,495,5
646,145,5
975,437,5
297,645,4
828,315,5
352,351,3
518,185,5
333,21,5
1128,93,4
1230,446,2
909,135,2
545,488,4
1003,649,5
374,481,5
23,302,4
666,192,4
845,161,5
302,684,3
1122,78,4
1296,210,5
443,527,4
610,85,4
127,261,3
602,549,5
14,497,4
613,25,4
61,604,5
684,348,3
428,140,5
30,272,3
3,662,5
566,129,4
1318,377,4
1084,499,5
707,449,5
100,179,5
4,86,5
1135,493,5
60,187,5
786,651,3
1127,93,5
1050,289,3
256,8,3
867,17,5
113,502,3
1382,269,4
740,477,2
1382,99,4
744,374,5
1229,4,5
723,613,5
1007,250,3
5,159,2
994,155,3
910,174,5
1134,173,4
1134,462,4
1341,327,5
279,439,5
1263,27,5
1070,31,2
807,294,3
201,328,5
1005,408,4
1305,414,4
1110,194,5
793,294,4
1382,557,4
625,396,1
50,484,4
808,248,4
90,546,5
1228,250,5
774,29,4
1209,481,5
633,626,4
880,227,4
615,38,5
398,611,1
1272,321,5
127,88,5
54,146,5
572,511,3
111,28,5
271,663,3
728,391,5
219,105,5
428,304,4
1148,127,4
1011,423,5
877,443,4
1214,398,4
1384,527,5
964,692,5
969,614,3
512,390,5
628,302,5
433,214,5
1406,72,5
1333,159,4
1152,222,2
672,558,5
757,665,5
1287,467,4
378,350,4
829,249,4
179,531,5
548,229,4
944,35,3
760,99,4
1257,100,4
1024,521,4
251,155,5
625,655,2
393,413,5
1187,260,5
358,159,4
713,206,5
738,4,5
1023,406,4
60,49,5
1349,93,1
1229,513,5
393,72,5
1035,145,5
221,657,3
710,540,5
818,233,1
262,605,5
363,307,3
10,636,2
593,71,3
751,430,5
1232,571,5
838,265,4
1281,26,5
725,459,5
923,688,3
1234,497,4
993,152,4
1010,11,5
1287,391,4
249,153,5
1134,477,4
539,309,5
1110,155,3
449,285,2
1120,57,5
744,515,5
321,669,5
1364,231,5
1048,548,5
1,280,4
111,419,5
406,410,1
32,216,5
390,350,2
515,602,4
618,4,5
588,630,3
1089,81,5
775,622,5
516,182,4
578,187,5
245,374,5
30,54,5
462,98,4
1167,557,5
259,114,5
1232,553,5
783,548,5
186,301,4
269,125,5
380,170,4
1263,373,5
920,145,5
672,680,2
84,316,4
83,444,5
496,216,5
620,607,1
920,511,4
868,410,4
1339,292,5
729,232,4
732,400,1
500,616,3
138,486,3
808,472,3
344,225,4
975,217,5
74,204,3
1319,294,4
1360,688,3
823,552,3
1107,603,5
1332,144,3
521,100,4
610,167,5
935,258,5
10,656,2
287,701,5
1053,181,5
228,53,5
1319,686,5
684,679,3
137,286,5
1213,165,4
1403,380,5
496,352,5
61,254,5
267,699,3
1214,371,5
997,545,5
1413,159,3
481,249,3
264,437,5
1206,546,5
163,612,4
142,380,4
49,21,5
1273,652,4
1170,2,3
784,614,5
410,529,4
111,658,4
919,237,4
763,147,5
388,412,1
775,390,5
1187,472,3
866,615,5
403,131,4
12,542,5
61,222,5
62,212,2
258,400,2
1299,618,3
694,575,5
371,341,5
939,281,3
720,526,3
1001,170,4
35,52,4
753,289,3
32,437,5
165,95,4
597,323,4
254,82,5
76,199,2
895,259,5
924,97,3
654,597,2
181,115,5
1236,700,5
549,80,4
905,71,4
876,363,5
457,182,3
1245,72,5
213,416,3
374,294,3
1193,142,1
1168,55,1
1332,525,5
176,513,5
560,91,5
379,459,5
821,414,4
292,696,5
535,319,4
620,536,1
832,85,4
1326,113,5
333,494,3
233,419,4
747,139,5
653,158,2
1059,187,5
316,169,4
1112,449,5
595,228,5
368,597,2
1260,289,3
1172,210,5
1309,377,4
18,373,5
415,247,5
761,157,3
890,352,5
488,328,3
226,517,5
1023,412,3
574,653,4
148,625,5
1127,363,5
1241,217,4
338,142,5
665,258,5
1299,610,3
995,124,3
761,142,5
1097,181,2
725,491,5
138,117,4
616,288,4
525,126,4
512,136,4
905,509,4
27,50,3
9,337,4
1075,496,4
804,188,5
992,6,4
18,333,4
401,420,5
392,680,3
728,623,3
225,568,3
85,287,5
97,159,4
704,253,4
1207,477,4
975,542,4
751,98,4
866,170,4
93,416,2
527,31,3
418,311,5
1186,487,5
1125,605,5
574,635,3
600,467,4
466,23,5
1178,598,2
1046,698,1
1376,571,4
271,695,5
536,215,3
83,681,5
148,346,4
221,117,1
8,363,5
1241,544,4
716,485,4
1101,28,5
175,653,5
69,498,5
509,171,5
264,574,5
516,144,4
930,699,3
782,206,5
1368,402,4
122,414,4
1212,88,3
641,369,3
700,231,5
1079,316,3
324,489,5
1246,627,4
644,243,5
1163,241,5
1318,364,4
1384,50,4
1113,557,5
778,280,1
1104,60,1
1151,689,3
409,469,5
349,161,5
730,400,3
1054,595,4
566,611,3
1269,644,5
162,660,5
519,531,2
258,432,3
180,341,1
1362,633,5
1278,262,2
177,62,5
1010,470,5
1394,679,4
670,6,5
337,294,3
114,672,3
498,246,5
265,455,3
952,272,4
588,285,2
875,477,2
496,430,5
1101,455,2
308,376,5
208,404,5
1296,223,5
414,385,1
1289,291,5
53,101,1
875,540,5
382,693,5
203,203,5
93,618,2
1399,24,5
451,261,2
388,648,3
81,488,5
1213,663,3
309,659,5
771,635,4
378,681,5
228,1,4
581,514,5
384,587,5
840,155,4
162,615,4
639,624,4
441,699,1
388,406,4
780,648,4
1040,529,4
1138,363,4
213,123,1
363,154,4
450,148,5
420,233,5
352,325,2
707,323,4
191,455,3
42,581,5
1035,547,5
1099,28,5
148,273,5
1243,589,5
819,345,4
389,694,5
1139,552,5
1301,254,5
1007,341,5
1197,338,5
427,335,5
758,297,4
951,224,3
602,304,3
878,173,3
813,364,4
552,276,2
184,454,5
1132,269,5
980,208,1
484,48,5
856,92,1
40,24,5
1285,159,4
1404,593,5
1084,418,5
1100,462,4
1172,346,3
240,410,5
957,175,3
191,352,5
1313,186,5
54,336,5
686,525,3
661,499,5
1217,613,4
490,480,2
1413,480,5
927,3,3
1289,469,5
1400,316,3
1332,208,4
578,222,5
485,214,4
781,169,3
654,632,5
1157,541,5
400,211,5
547,141,3
331,582,5
159,122,5
389,131,4
605,180,2
1113,55,5
245,69,5
1193,307,2
1277,298,3
38,200,3
1325,663,4
360,167,2
379,560,4
420,144,5
199,618,4
462,166,5
454,640,5
1001,159,4
800,365,5
1032,229,3
1370,237,3
40,499,5
993,569,4
436,125,5
1328,701,5
198,531,5
545,415,3
1209,214,5
1150,617,5
460,572,1
1231,23,5
1390,642,5
138,462,3
89,307,1
527,113,5
455,202,5
1309,178,5
443,419,3
851,227,4
568,229,3
1139,187,5
505,568,4
754,383,5
774,196,4
895,366,5
1407,689,4
942,457,5
358,397,2
1051,273,5
1327,662,5
1240,135,5
57,170,1
255,496,2
123,471,5
1110,245,3
256,325,4
610,560,3
416,169,4
1007,557,3
692,345,4
1282,568,4
442,595,3
1029,457,4
591,264,5
807,147,5
1356,276,3
669,706,3
1337,180,5
369,257,5
1207,294,3
412,569,4
1054,253,5
1245,574,4
421,36,5
1182,243,3
157,122,5
310,346,3
960,200,3
462,359,4
163,173,4
859,583,4
956,281,4
85,602,5
1256,160,5
804,18,5
1278,689,4
497,654,5
243,579,5
474,602,4
1277,578,4
462,167,5
730,131,3
5,117,3
833,481,5
128,365,5
861,682,5
1025,345,5
286,291,5
1070,488,3
1238,232,5
577,688,4
139,182,1
1084,399,5
264,172,5
140,244,2
66,644,5
1079,67,3
455,164,4
959,79,5
1296,327,5
799,477,4
26,316,3
1016,67,2
811,594,2
964,187,5
878,316,4
822,663,3
101,631,4
1374,490,5
35,390,4
1309,545,5
594,170,2
1158,479,4
560,413,5
1314,489,3
1196,11,5
67,467,4
474,596,5
1333,477,3
506,28,5
391,636,5
828,14,5
872,186,4
511,477,4
1369,542,4
316,628,5
318,627,5
1329,353,4
1311,216,5
620,463,5
643,404,4
701,648,4
820,169,4
228,583,5
209,513,5
1227,588,3
1031,687,5
1203,652,3
374,531,5
476,229,3
1097,130,1
758,39,5
439,340,5
770,428,5
66,346,3
951,531,5
649,664,3
432,213,5
1386,681,5
985,14,5
913,206,5
113,418,5
1133,16,4
330,240,5
914,615,5
696,200,3
920,601,5
572,432,1
1411,581,2
469,468,5
505,311,5
1227,537,3
714,289,4
415,433,5
720,525,4
385,409,3
1395,529,1
472,5,5
552,679,4
1325,609,5
319,172,5
1286,632,5
182,325,2
1036,94,5
618,216,5
1156,1,5
1086,329,3
448,205,3
1193,364,1
75,253,2
1086,9,4
822,561,5
1265,603,5
233,609,4
1338,484,1
1340,118,3
1111,585,5
236,96,5
552,279,5
1197,54,4
536,483,4
737,549,5
995,346,3
586,574,4
665,160,4
1408,29,5
1407,590,4
184,177,5
1133,529,4
1332,349,1
143,459,3
289,302,4
197,565,1
913,61,5
1196,334,5
1409,434,2
979,141,3
536,351,5
1040,155,4
25,490,3
71,57,5
1088,45,3
1152,474,2
106,192,5
1142,226,5
1267,458,1
218,228,3
12,144,5
1260,314,5
1394,238,3
1375,472,4
998,151,5
990,225,5
565,103,5
778,199,5
101,569,4
463,122,2
315,498,5
386,396,3
137,407,4
604,699,5
390,170,2
822,1,5
198,8,4
1125,654,4
536,618,4
1367,557,5
81,457,5
266,689,5
1122,361,3
1277,663,2
185,199,4
710,121,5
791,94,5
1329,467,5
587,664,3
303,225,2
1299,209,3
955,334,4
127,430,5
1385,526,3
423,643,5
989,305,5
32,555,5
38,133,4
822,90,5
1355,273,5
1089,332,5
372,198,4
1168,307,2
381,307,3
1277,569,4
296,663,2
339,587,5
937,336,1
549,90,5
489,686,5
468,351,2
298,677,5
1313,261,4
21,396,4
896,45,1
94,32,5
385,402,4
41,29,5
1309,690,3
765,678,5
521,631,4
279,368,5
473,608,5
636,99,3
279,464,5
1027,62,4
18,481,5
1295,582,5
827,72,4
650,635,4
481,431,4
271,200,3
55,0,5
1066,364,5
548,366,4
1093,257,5
181,400,3
555,676,4
893,601,5
96,86,5
1329,529,4
1263,583,4
19,65,2
154,610,4
1300,650,5
4,680,4
586,57,5
1126,558,5
868,685,4
98,542,2
1012,406,4
235,72,5
1325,377,4
996,568,2
400,538,5
115,358,5
373,211,5
574,323,4
119,142,2
65,244,3
1150,39,3
83,224,3
768,92,3
1291,317,5
1398,570,5
510,95,5
83,578,3
930,135,4
366,508,2
962,360,5
1311,273,5
178,63,3
505,516,5
951,302,5
798,699,3
481,346,3
751,335,5
611,378,3
821,361,3
1080,620,5
702,431,1
474,592,5
927,551,2
1123,655,3
755,577,3
990,568,3
497,678,5
9,544,5
825,109,5
417,359,5
1365,692,5
942,268,4
1209,124,3
13,486,2
1336,599,4
730,55,5
964,14,4
1127,694,5
1240,373,5
40,266,5
1262,488,4
490,534,3
753,488,4
228,609,4
118,375,5
819,34,4
1385,567,3
123,319,5
522,147,5
559,537,4
1354,329,3
964,604,5
372,73,5
1232,445,5
1238,226,5
842,369,4
210,504,5
384,27,4
1339,602,5
124,77,3
820,106,5
398,618,1
592,473,4
584,227,5
626,408,4
590,614,5
479,9,5
308,87,5
992,301,5
880,635,4
1345,71,3
428,468,5
172,207,5
864,576,5
616,338,5
150,398,4
864,338,5
496,98,5
673,182,3
728,353,4
1391,516,2
1341,303,5
279,111,5
1086,636,4
878,611,3
656,242,5
555,289,4
1008,269,4
973,34,5
1226,480,5
1236,473,5
1312,149,3
1367,688,4
970,334,3
1133,397,4
565,449,5
872,697,4
1413,12,3
369,80,4
1267,65,3
929,269,5
1318,489,4
376,114,5
396,663,4
743,659,5
1286,286,5
373,688,3
1403,343,3
162,172,4
1168,525,3
807,359,5
1124,57,5
1411,189,2
656,278,3
1373,219,5
1343,538,3
544,126,5
1099,197,5
1141,43,5
559,268,4
675,229,3
894,535,5
709,132,5
1398,153,5
291,178,5
877,167,5
1397,255,4
451,595,3
112,119,5
297,262,4
733,477,3
246,148,5
1193,95,1
1328,142,4
281,683,5
621,486,4
177,660,5
349,406,5
1404,60,5
175,232,5
257,560,4
954,110,5
1028,267,5
1105,456,5
937,463,1
140,117,1
725,27,5
1316,39,4
427,517,5
169,338,5
155,544,5
950,344,5
170,227,4
937,619,1
302,621,1
1181,33,4
359,661,5
1240,428,5
1042,275,5
1166,527,5
1235,407,5
1177,251,5
1186,294,2
296,690,2
482,664,4
672,477,3
826,98,3
822,303,5
1192,271,5
308,222,5
1163,377,2
676,65,1
483,413,5
244,218,5
345,213,4
1019,457,5
443,270,3
979,186,4
897,103,5
932,688,4
588,378,1
470,358,5
1225,580,5
71,394,5
478,406,1
636,50,1
547,409,4
417,397,4
750,95,1
1067,2,2
163,680,4
813,214,5
788,406,3
779,378,4
1058,496,4
106,118,4
1185,411,5
276,321,1
675,348,4
1275,444,5
316,493,5
343,227,5
825,604,5
1319,578,4
18,80,4
333,72,4
216,146,4
806,645,5
733,638,5
1227,535,5
1229,113,5
266,699,5
9,40,5
875,589,5
1378,548,1
1003,78,5
1372,694,5
1233,511,5
1101,600,4
164,135,2
98,50,1
618,644,5
547,175,5
977,696,5
702,316,2
519,602,4
1170,379,5
1042,586,4
722,446,4
1070,277,2
99,21,5
12,169,3
912,574,5
1235,296,5
878,304,3
751,604,5
877,133,3
782,573,5
101,663,4
144,266,5
926,381,5
1180,135,3
473,91,5
100,440,5
118,194,5
44,629,5
1227,491,5
887,516,5
721,355,5
546,686,5
1208,224,3
1135,472,4
421,95,4
603,566,5
1387,409,3
1333,500,4
478,466,1
130,249,4
109,95,4
1075,249,5
811,508,3
33,559,4
689,691,5
188,567,2
1021,95,1
389,642,5
420,278,4
159,303,5
384,419,4
239,182,3
755,274,5
1403,106,4
943,648,1
1121,500,4
700,400,3
502,407,5
602,170,3
479,448,5
1237,146,4
1095,353,4
537,430,5
864,150,5
195,336,5
454,321,5
194,215,4
1005,691,5
497,268,4
1255,12,3
451,629,5
799,100,4
67,458,5
747,553,5
1192,441,3
271,379,5
670,572,5
1002,472,4
1241,237,5
621,226,5
545,44,3
254,660,5
700,73,4
368,706,4
1041,299,5
1127,145,5
114,5,2
1102,484,4
853,3,4
1236,481,4
1289,43,5
422,336,2
364,207,4
1062,241,5
912,401,5
1095,404,5
1142,276,3
1261,262,2
636,526,3
70,641,5
1135,249,5
818,530,1
179,496,4
895,77,4
348,225,4
21,597,3
742,264,5
1141,449,5
1034,95,5
560,581,3
392,294,4
1381,121,3
834,632,5
966,97,3
525,275,5
154,529,4
1170,557,5
381,88,5
236,99,3
576,628,5
969,238,3
714,261,4
402,485,3
572,181,4
1093,524,3
680,178,5
