user,item,rating
841,417,4
63,515,3
185,416,5
685,533,5
131,344,3
710,304,1
873,63,5
610,692,4
194,845,5
216,456,2
52,934,3
210,745,4
238,343,3
423,924,5
278,670,4
732,780,3
681,39,5
499,921,5
365,584,5
713,958,5
964,849,5
844,370,5
200,660,4
559,173,3
592,728,4
565,34,4
366,589,4
330,402,1
582,240,3
820,694,5
359,103,3
774,343,2
821,347,5
151,330,5
286,281,4
806,950,3
320,147,3
586,695,3
896,436,3
764,36,3
901,250,1
242,199,5
344,197,4
780,550,3
561,591,3
779,590,5
847,169,3
34,429,5
522,521,4
799,893,4
693,852,5
574,330,5
758,723,4
193,318,5
825,487,5
346,451,5
575,613,4
383,637,4
994,920,2
768,812,4
340,838,5
811,8,4
633,668,3
605,639,3
437,248,5
870,130,5
338,500,4
723,557,3
272,93,5
443,363,3
520,389,3
696,987,5
965,229,3
568,133,5
420,448,3
972,416,1
317,164,5
453,403,4
91,23,2
813,207,1
906,622,3
509,889,5
142,841,2
979,32,4
878,436,4
980,943,4
430,818,4
312,833,5
483,438,5
857,651,4
184,752,1
626,100,4
695,266,4
452,267,5
762,583,5
209,203,4
536,917,5
131,516,5
362,459,5
172,372,4
369,422,4
788,16,4
537,893,3
352,212,3
332,968,3
490,591,1
588,31,5
814,325,1
774,604,4
374,250,4
700,469,5
556,40,1
489,904,3
316,860,5
51,67,4
957,225,3
549,67,4
669,531,5
71,157,5
13,197,3
669,490,3
149,941,5
697,552,5
361,610,1
322,388,5
487,22,3
632,96,4
545,787,4
285,761,4
595,148,4
151,327,5
83,235,1
161,106,4
672,157,5
199,270,3
757,971,3
290,289,3
469,586,3
326,558,5
808,923,5
517,62,5
817,283,5
740,243,5
478,363,3
537,314,4
112,561,2
764,276,4
258,759,4
388,84,4
37,264,5
54,514,5
262,856,4
553,77,5
913,963,5
39,445,5
640,240,2
383,371,4
155,813,5
548,210,4
775,818,3
559,99,4
126,940,4
565,692,5
59,254,5
546,830,3
730,633,5
509,743,5
239,788,5
575,47,4
975,73,4
321,613,4
831,960,5
113,33,1
565,954,5
19,625,2
639,646,5
745,783,4
573,467,2
109,155,4
150,101,4
123,404,1
915,884,4
389,363,4
563,834,5
732,617,3
779,258,5
221,658,5
326,206,5
687,769,4
906,892,5
758,40,4
221,174,5
450,516,5
457,769,1
28,696,1
865,21,5
137,820,1
892,852,5
231,392,5
101,285,1
501,250,3
349,541,5
371,367,5
407,333,4
134,252,4
438,324,4
534,960,4
620,480,5
566,390,5
49,122,5
312,891,4
500,18,4
313,185,5
458,417,3
147,801,5
654,986,5
795,425,5
172,5,1
628,839,4
583,516,5
235,876,5
466,805,5
406,634,1
607,41,5
935,910,5
832,973,5
136,36,2
370,311,5
521,523,3
262,407,3
285,974,5
640,311,4
97,144,5
878,762,5
356,460,4
357,277,4
601,911,3
134,808,3
887,818,3
880,99,3
800,668,4
958,631,1
58,229,3
337,981,3
709,629,3
466,440,5
987,106,5
20,679,5
48,669,5
317,628,4
70,3,2
264,38,4
788,651,3
314,567,5
469,247,4
63,9,5
848,986,5
647,380,5
219,50,5
696,100,3
257,222,3
522,25,5
41,300,5
784,650,2
933,595,4
46,951,1
266,925,5
63,83,5
556,106,5
529,106,3
664,777,4
112,856,1
595,301,3
153,144,5
43,126,3
810,130,5
265,989,5
503,436,4
659,717,3
896,521,5
365,109,3
94,992,5
443,637,3
260,160,5
429,197,3
368,723,3
580,614,5
389,949,4
835,62,1
704,290,3
876,149,5
574,147,4
726,646,4
88,539,5
105,458,5
579,246,4
941,247,5
149,468,3
317,925,5
434,846,3
87,727,4
959,373,4
208,807,5
138,799,5
66,890,5
863,130,3
246,613,3
93,21,5
419,223,5
535,743,3
41,447,5
502,356,3
765,375,5
255,106,3
24,868,5
68,337,5
646,36,5
795,487,5
877,993,5
173,786,3
729,406,4
546,354,2
977,199,5
128,615,4
216,878,1
137,141,5
76,796,4
879,553,4
194,640,5
529,900,2
882,82,5
592,616,5
698,901,5
760,97,5
644,284,4
198,77,5
472,906,5
862,430,5
721,565,5
194,281,5
456,452,3
804,309,5
873,461,5
767,210,5
31,523,4
636,756,4
65,787,4
237,266,3
218,561,5
602,537,4
564,972,5
695,448,5
742,937,3
599,343,3
637,17,3
664,740,5
961,724,5
643,671,4
915,836,5
466,305,5
395,410,5
188,18,1
98,45,5
9,986,4
719,282,5
150,943,5
45,673,5
23,153,5
390,608,1
124,521,5
682,554,1
708,79,4
823,548,3
457,404,1
290,999,4
190,204,5
230,761,5
469,325,3
977,781,5
549,569,4
120,261,3
394,409,5
11,544,1
615,482,5
75,982,5
557,45,5
619,599,4
831,515,3
767,899,5
513,887,4
464,472,2
272,886,5
247,876,5
242,403,4
420,290,2
846,870,1
508,790,5
822,368,5
691,694,4
668,370,5
921,304,3
618,66,5
414,62,4
880,639,3
504,912,5
881,563,4
686,347,4
619,488,4
36,751,5
23,596,5
460,537,5
340,281,4
473,292,5
27,611,5
169,62,4
216,561,2
458,911,4
32,968,1
557,965,5
227,776,4
592,130,5
342,142,5
69,349,5
275,954,5
71,578,5
404,246,3
480,193,2
178,544,1
888,502,4
600,416,5
902,175,5
487,291,4
692,500,4
502,301,4
808,943,3
929,217,5
681,803,3
900,624,5
9,244,4
391,913,5
88,185,5
195,387,5
854,566,5
765,137,3
214,591,5
605,679,5
126,671,5
348,548,4
202,617,4
937,566,5
458,365,3
204,117,5
435,539,4
315,147,2
115,454,5
574,553,3
774,813,5
603,553,3
534,140,4
385,689,5
491,556,3
757,752,1
723,865,3
684,170,3
659,284,3
91,952,2
829,918,5
717,385,3
108,461,5
569,595,4
571,379,5
50,386,2
105,568,4
578,69,2
883,196,5
436,670,1
997,38,5
317,197,3
350,348,5
82,662,5
429,385,3
900,903,5
279,296,3
121,584,5
260,486,5
776,751,5
439,962,3
788,187,5
117,45,5
157,738,1
526,385,2
95,313,5
153,347,4
837,295,3
685,647,5
489,642,3
671,173,3
526,628,4
943,11,4
534,515,2
202,71,4
222,987,3
552,819,3
122,256,5
155,145,4
125,681,5
455,675,5
579,552,5
531,241,5
176,383,5
45,195,1
998,999,3
520,485,3
823,964,5
909,543,5
377,966,5
728,879,2
847,62,5
867,90,1
660,830,1
465,780,3
260,918,5
164,681,1
650,632,3
585,288,5
134,818,3
938,225,5
638,759,5
381,666,4
69,871,5
141,618,2
862,743,5
108,278,4
729,89,3
826,903,5
651,968,5
788,666,4
230,11,3
552,629,4
969,76,5
36,594,4
980,524,5
149,737,4
692,917,5
590,965,3
953,968,3
312,686,5
124,339,5
363,383,5
604,528,5
776,380,5
265,11,4
80,747,5
131,965,3
74,179,5
15,410,5
185,273,4
660,519,2
490,517,2
719,99,4
115,919,5
780,792,5
766,819,4
372,211,4
655,281,5
491,250,3
518,199,4
618,747,5
389,190,4
365,635,4
388,354,3
885,816,5
23,648,4
29,126,4
840,800,5
26,350,3
651,714,5
608,356,3
496,883,5
304,527,4
37,437,4
944,961,5
730,204,5
862,897,5
335,677,5
174,907,5
808,849,5
187,637,3
256,273,5
316,677,3
626,622,3
481,469,5
865,79,3
869,763,4
114,228,2
68,794,4
497,903,5
873,806,5
782,491,5
662,598,3
929,71,2
684,968,3
734,116,5
639,699,4
639,303,4
557,295,5
423,937,5
844,315,5
764,467,2
421,459,5
959,644,4
242,534,4
503,964,5
275,871,4
11,67,1
475,655,4
661,976,4
648,9,5
802,889,5
65,619,4
429,792,5
943,260,4
449,560,4
697,92,5
245,485,1
820,457,5
343,867,5
176,403,5
230,794,3
821,815,5
238,314,3
934,181,5
924,853,5
651,783,4
496,962,4
786,328,5
42,398,4
690,618,4
455,506,5
312,693,5
897,130,3
96,174,5
565,819,5
174,669,5
267,834,5
708,71,4
89,65,2
701,815,5
765,803,5
946,985,4
68,430,4
775,975,4
134,8,5
430,84,4
342,250,3
986,511,4
20,550,4
213,478,4
440,70,5
11,932,2
148,611,5
51,217,5
673,71,4
952,184,5
869,801,5
465,544,4
808,839,5
113,694,1
873,833,5
357,144,5
826,834,5
788,528,5
769,233,3
817,900,5
724,43,1
757,842,5
356,511,3
798,761,2
917,809,3
402,762,5
151,923,5
633,643,4
645,477,5
766,8,5
696,314,3
23,642,4
954,496,4
0,992,5
214,19,4
830,974,5
639,329,4
777,459,5
320,776,3
754,45,2
548,311,4
289,862,5
282,903,5
270,605,5
107,74,5
685,16,5
47,735,5
855,653,4
973,145,5
330,529,1
190,579,5
31,433,2
8,170,4
343,97,5
133,824,3
858,91,5
5,735,5
138,193,4
804,248,5
524,484,5
14,753,5
738,140,4
177,211,5
256,626,5
892,440,5
171,846,5
765,295,4
266,358,5
744,485,4
873,747,5
949,62,5
114,17,2
848,337,5
394,624,5
666,310,1
359,887,4
949,794,4
6,297,4
855,441,5
329,238,4
837,820,1
48,104,3
271,284,3
968,797,3
568,668,4
116,730,5
163,922,3
247,802,4
595,314,3
439,79,3
431,731,5
911,615,3
959,772,4
145,949,5
830,166,5
798,839,2
402,778,5
615,384,5
695,498,5
247,558,5
26,134,3
94,771,5
960,768,5
685,478,5
679,73,5
312,41,5
453,676,3
349,599,5
40,533,5
55,71,3
636,424,3
740,697,5
30,230,5
20,279,4
828,30,4
942,667,5
370,140,4
213,455,3
648,940,5
709,830,4
773,407,4
122,739,4
482,7,5
792,822,1
888,691,5
510,797,3
653,495,5
262,262,4
263,95,5
312,335,5
583,379,2
835,820,2
763,582,3
900,894,5
591,142,5
852,904,3
122,926,3
126,259,4
527,164,4
116,931,3
190,697,5
852,634,4
759,955,4
973,744,5
291,583,2
318,950,5
75,291,3
554,197,2
926,245,5
679,614,5
5,121,4
731,146,4
909,562,5
251,598,3
587,751,5
573,671,3
696,802,3
471,429,1
856,349,1
911,720,5
327,15,5
739,463,5
696,8,5
515,747,5
342,327,4
98,251,4
365,833,5
71,471,3
429,123,4
618,92,5
89,90,2
423,849,5
368,121,4
496,204,5
197,645,5
930,701,2
20,677,3
33,305,5
949,229,4
48,413,5
657,186,5
713,108,3
413,518,5
291,106,3
36,849,5
732,47,3
794,716,4
650,481,5
256,241,5
863,730,4
984,831,5
203,131,5
763,950,3
240,385,3
238,33,5
156,427,2
878,665,5
842,544,4
428,148,4
242,775,4
573,840,4
715,689,4
505,695,3
183,675,4
159,808,4
81,993,5
869,94,4
726,799,4
313,860,5
890,17,3
878,881,3
800,584,3
279,720,5
692,71,4
652,374,4
746,818,4
116,675,4
717,277,4
941,861,4
299,969,2
472,467,3
542,440,5
307,438,5
625,980,5
832,551,3
159,775,4
132,526,5
52,326,1
519,95,4
595,928,5
933,289,3
848,494,5
899,502,4
640,586,1
515,313,5
69,196,5
653,130,4
319,978,4
142,814,5
426,126,5
296,665,5
418,484,5
647,779,5
825,138,4
389,752,3
793,652,5
470,353,4
109,112,4
921,123,3
87,820,3
68,533,5
645,633,5
806,823,3
452,876,5
416,629,4
572,456,5
692,264,5
37,16,4
602,843,4
692,558,5
144,877,1
615,586,3
919,883,5
183,77,5
276,604,3
248,195,4
784,86,3
623,914,5
493,664,5
889,921,2
609,889,3
38,549,1
264,906,5
556,940,2
870,479,5
100,112,5
977,134,4
508,15,5
649,802,3
846,177,3
642,624,5
691,969,3
544,603,4
46,45,2
679,329,2
325,762,5
1,930,2
13,914,5
379,76,5
618,180,5
867,853,1
392,346,5
321,651,1
534,910,5
253,576,5
98,846,5
328,207,2
974,131,5
701,354,2
522,983,3
648,932,5
247,75,3
748,947,5
505,444,4
68,494,5
318,795,4
575,867,5
705,97,5
62,16,4
669,11,4
503,389,4
101,171,1
366,544,4
836,930,4
559,595,4
558,562,4
764,191,1
909,99,4
588,759,5
47,884,5
131,975,2
438,955,4
166,47,3
410,609,5
788,375,5
142,815,5
650,340,5
233,174,5
811,846,4
868,176,5
795,365,5
398,758,5
662,473,5
753,811,5
996,886,5
566,997,4
766,976,3
691,650,3
559,823,3
997,330,4
806,173,2
169,737,4
137,292,5
828,763,5
601,57,1
15,237,5
354,270,1
41,131,5
575,71,4
440,428,5
308,476,5
875,715,4
343,385,3
742,297,5
480,848,3
166,472,5
887,329,5
176,517,5
436,285,3
288,242,5
715,804,4
249,117,2
55,877,5
662,365,3
392,176,5
717,316,3
911,472,4
720,906,5
848,542,4
276,722,3
554,66,5
562,977,5
317,487,5
290,699,3
12,42,5
552,571,5
581,262,4
257,393,2
117,323,5
524,85,5
893,45,2
247,167,3
699,423,3
576,314,4
625,571,2
292,100,4
665,615,5
575,719,4
233,590,5
272,208,5
126,71,4
82,154,5
644,869,3
456,297,3
140,242,5
650,502,4
543,267,4
288,833,5
171,693,5
98,330,5
704,55,3
164,981,1
831,542,5
608,770,5
141,356,1
842,328,5
787,594,5
25,546,3
910,530,1
531,358,5
206,944,5
949,675,5
628,492,3
9,560,4
367,84,3
909,313,5
363,584,4
323,532,5
695,858,5
394,36,4
438,495,5
673,933,2
985,693,5
871,393,5
21,517,5
584,841,1
614,808,2
6,817,5
320,920,3
962,55,4
145,100,3
150,121,4
42,417,3
979,956,4
693,584,4
880,923,3
146,777,4
877,979,5
316,7,5
124,47,3
281,960,3
267,53,5
577,460,5
626,802,3
613,267,4
630,480,5
340,380,4
706,230,5
762,250,3
495,479,5
302,628,3
567,423,3
650,318,4
20,701,4
318,646,4
988,814,5
816,377,5
129,901,5
96,140,4
209,144,5
236,874,5
364,170,4
576,455,4
738,571,5
276,797,3
597,304,3
888,892,5
944,994,5
913,152,5
868,647,5
421,845,5
806,99,3
318,70,5
983,193,1
944,898,5
647,971,5
217,226,2
145,153,5
597,122,3
988,31,4
294,761,5
37,795,5
847,228,4
605,191,3
459,905,2
520,920,2
937,849,5
559,339,4
781,252,3
954,550,4
406,863,5
527,492,4
949,763,5
584,259,2
711,189,4
223,900,5
895,197,3
472,921,5
318,985,4
355,583,5
33,467,3
935,971,5
517,349,5
127,329,4
27,675,4
555,885,5
890,629,5
18,120,4
22,242,5
666,427,5
234,534,4
367,930,4
695,649,5
869,657,5
250,569,3
797,426,5
294,210,3
780,8,5
839,582,3
754,934,1
566,685,5
396,442,5
985,416,5
145,502,3
150,330,5
763,671,3
345,431,5
592,533,5
111,970,5
350,652,5
865,757,5
412,173,4
629,234,5
414,527,5
919,423,3
230,709,1
195,879,2
362,704,5
152,131,5
250,128,3
857,666,4
657,162,5
122,240,4
732,615,3
612,595,1
994,835,5
25,547,4
576,616,5
