user,item,rating
106,583,4
141,328,3
456,130,5
438,182,5
202,846,3
519,954,1
698,29,5
445,328,4
674,835,5
740,896,2
14,935,3
968,753,4
540,704,3
814,425,5
478,234,4
354,830,3
75,839,5
162,436,5
576,899,5
298,165,5
978,841,5
447,639,5
720,915,4
924,588,3
477,268,4
134,310,4
918,594,4
427,702,1
340,400,3
468,541,5
551,701,3
950,704,2
863,913,5
915,637,5
201,878,4
527,48,3
476,69,3
274,266,3
12,512,3
202,474,3
372,163,1
384,705,5
538,810,4
258,769,3
752,452,3
754,75,5
217,635,3
158,508,5
781,596,4
168,435,4
843,893,5
147,448,5
149,50,4
292,481,5
954,720,5
648,179,5
608,891,4
875,506,4
82,545,2
101,470,4
356,180,5
488,168,4
922,335,3
984,931,3
944,311,5
151,286,5
999,397,4
426,767,3
749,501,5
85,850,3
998,901,3
676,932,5
274,299,3
400,424,5
712,796,3
935,413,1
541,531,5
178,689,4
437,284,2
673,256,1
77,472,3
950,882,5
187,680,2
937,750,4
238,235,4
690,895,4
936,258,4
48,990,5
350,357,5
720,215,4
693,16,1
502,642,4
875,638,4
973,938,5
157,894,5
363,92,4
51,879,5
144,532,5
665,107,5
454,596,4
128,52,4
702,2,4
506,645,3
82,883,3
662,789,3
244,992,1
263,400,5
39,105,1
950,358,4
560,592,4
329,618,5
965,895,1
612,608,3
392,359,5
961,39,4
199,159,3
896,290,4
425,70,5
484,115,5
171,801,3
425,183,3
841,203,5
653,747,5
530,884,1
234,911,5
224,456,3
297,709,4
96,672,4
420,157,4
883,224,4
925,631,5
644,655,1
833,107,4
920,374,5
431,161,3
600,228,3
887,304,3
480,891,3
973,791,5
315,913,5
295,232,5
417,4,5
596,882,5
545,571,3
506,636,4
655,363,2
572,221,4
750,541,4
887,775,4
702,200,5
711,595,5
104,962,4
9,878,5
635,173,5
700,730,5
380,530,2
875,55,4
253,528,5
198,446,4
946,480,3
411,438,4
100,219,4
149,328,5
679,546,5
463,25,3
617,296,5
532,792,5
33,136,5
240,429,4
193,647,4
100,733,4
49,481,5
294,58,1
891,100,5
303,458,2
878,243,5
826,327,4
940,137,2
173,25,4
872,407,4
873,914,1
653,421,4
184,264,4
400,31,5
527,825,3
754,626,5
141,506,5
973,444,5
680,410,4
441,967,5
149,895,4
292,661,5
443,716,5
757,884,1
268,189,1
691,416,5
150,828,1
