user,item,rating
205,604,4
454,1194,3
669,1014,5
607,62,5
519,930,3
610,517,1
296,1204,5
668,1194,4
18,251,5
129,1394,2
388,418,3
91,538,4
73,896,3
602,292,5
377,1174,4
646,1063,3
198,425,5
522,1191,5
34,476,5
608,1180,5
149,419,5
358,362,5
359,1157,4
127,794,3
199,151,4
10,660,4
261,791,4
378,10,1
656,1132,3
83,354,5
540,304,3
391,846,2
243,375,5
6,1303,5
354,634,4
61,35,3
229,1075,3
435,454,3
100,345,3
519,529,3
498,198,1
630,616,5
204,1039,4
668,981,3
167,788,3
251,482,5
494,1100,3
651,1121,5
16,1132,4
559,410,4
110,844,5
247,917,5
103,315,4
194,112,5
307,1392,5
122,223,5
393,586,4
678,320,4
409,1153,2
355,820,4
268,493,5
148,1095,4
176,1342,3
348,506,3
258,1212,5
98,604,5
394,1290,4
605,668,3
683,531,5
456,1253,3
648,100,3
372,1025,5
545,719,3
697,201,5
670,1232,3
255,104,1
531,455,5
287,669,4
397,1329,2
151,125,1
582,470,3
568,653,5
388,458,2
619,1195,4
704,1183,4
22,686,4
623,441,4
87,128,5
493,482,5
359,94,4
151,1,1
369,197,4
117,233,4
541,278,5
297,279,5
598,866,4
102,1061,5
519,1185,5
594,1339,5
129,184,4
82,714,4
324,608,4
201,389,3
315,1261,3
455,478,3
620,59,1
695,1132,5
421,409,1
391,785,4
344,409,4
123,228,5
465,686,1
400,644,3
125,55,5
302,366,4
540,872,3
120,183,4
218,1295,5
458,276,5
570,1039,3
47,593,3
580,484,5
642,611,5
111,1216,1
363,486,5
367,175,3
139,1226,4
526,215,4
625,318,4
422,307,4
464,820,5
161,37,1
159,1313,4
596,950,5
480,171,3
487,868,3
415,257,3
106,538,3
600,407,5
398,119,5
351,505,5
683,401,5
382,593,5
654,1253,3
201,1056,4
425,1196,2
195,459,4
595,777,4
623,1356,4
568,602,5
536,932,5
147,917,4
154,1342,5
218,388,5
608,977,5
86,199,2
203,1141,4
57,1273,5
219,889,4
367,441,3
127,992,4
449,1053,4
103,739,5
327,59,5
0,488,3
331,698,5
372,170,5
457,1072,5
393,786,4
121,206,4
449,460,4
396,61,5
81,1309,1
10,407,5
144,194,2
204,1252,5
283,570,4
497,614,2
443,70,4
103,1131,4
674,691,1
552,979,4
562,579,4
84,559,5
157,293,3
251,1185,5
489,646,5
600,442,5
629,1226,4
582,1284,5
647,686,4
194,1258,5
465,1185,5
506,1226,1
426,1293,1
294,1332,5
290,287,1
89,4,5
190,361,5
69,239,1
135,1394,3
376,964,5
492,33,5
357,996,4
306,739,4
136,294,4
555,845,4
429,463,5
343,433,5
583,849,5
87,607,4
576,456,4
35,953,5
32,766,3
97,15,5
43,65,5
405,28,5
129,207,1
562,1185,4
252,1185,5
293,426,5
641,877,5
483,373,1
278,1348,5
493,1156,5
109,1210,5
25,529,2
670,855,5
121,254,3
539,474,3
392,718,5
86,855,4
640,1138,5
454,104,5
604,435,4
452,845,4
151,799,3
191,13,3
224,441,3
298,57,3
58,397,1
566,427,3
181,1375,3
375,1166,3
360,678,5
592,1339,5
4,311,5
662,1136,5
582,112,4
476,617,2
521,174,4
141,520,3
153,69,5
446,1006,4
454,280,5
82,1005,5
100,552,5
290,868,5
372,1312,3
448,815,3
527,1291,5
110,191,5
162,770,2
393,715,4
421,159,1
152,638,5
454,1068,5
195,178,5
476,1313,3
44,420,4
702,1374,1
422,1186,3
236,1138,5
42,1087,3
45,652,5
33,12,5
276,345,4
375,1248,3
188,1137,5
599,1056,3
59,910,5
456,597,3
59,386,5
6,90,3
369,1001,3
420,824,5
562,325,4
305,1131,1
654,1184,3
680,648,5
521,682,4
170,1317,5
304,954,5
245,474,4
591,487,5
580,768,3
582,172,5
37,511,3
251,503,4
90,1312,4
461,0,5
94,1106,5
427,1295,5
549,1053,3
386,11,3
451,1332,5
611,914,5
435,170,3
675,1176,5
116,668,3
428,40,3
524,856,5
560,1313,3
6,1175,5
484,968,5
689,529,5
358,177,5
612,1089,5
63,445,3
269,494,4
0,258,2
553,616,5
561,1050,4
620,176,1
290,1049,5
148,833,4
632,84,4
222,1241,5
476,544,2
206,237,5
293,120,5
590,414,5
267,1180,5
191,67,4
291,310,5
528,28,5
311,761,5
107,15,5
222,634,5
529,1101,3
175,46,5
546,857,5
650,704,5
413,402,4
512,529,4
79,931,4
102,938,3
330,849,5
288,1142,4
628,886,5
117,1232,5
646,332,3
73,846,3
185,94,3
604,7,5
290,946,5
566,190,4
51,1321,5
682,1235,5
321,1010,5
506,1307,1
669,641,5
438,1005,4
194,1218,5
197,282,5
670,783,5
259,408,5
213,401,1
330,259,5
139,136,1
199,294,4
102,83,3
506,1216,1
415,1314,4
43,1267,5
305,645,5
106,850,3
553,971,5
120,297,4
466,211,3
634,1004,5
75,409,1
666,434,5
501,176,5
358,641,5
432,1228,4
396,832,3
650,101,5
341,134,4
230,1371,2
657,1180,5
273,426,5
256,376,4
317,1184,2
425,1302,1
217,1246,5
49,816,5
550,1328,4
514,362,5
129,517,3
166,1073,5
351,427,4
298,506,3
245,565,5
433,1234,4
493,868,4
216,500,4
198,1036,5
395,209,5
364,1142,5
44,634,4
192,1203,5
260,830,5
697,310,3
247,629,4
108,685,2
507,318,4
483,207,1
624,817,5
395,970,4
82,1053,5
527,728,5
603,901,5
484,407,5
12,150,5
676,619,3
488,81,2
500,996,1
143,1299,4
640,25,5
99,727,5
338,938,4
706,1301,4
427,1097,4
518,709,3
365,1353,5
198,875,3
138,355,5
462,1320,4
52,1332,5
551,1340,5
353,982,5
684,712,5
236,832,3
338,1096,5
348,311,5
449,701,5
8,83,4
655,1084,4
684,1212,5
507,637,3
578,976,5
579,1044,4
365,1075,2
11,1146,5
568,264,3
276,1273,5
688,84,3
88,1316,4
429,1321,5
595,557,3
214,653,1
605,941,3
483,849,3
375,488,3
50,746,2
170,79,5
72,1039,3
361,1119,5
185,835,4
231,1003,5
281,409,2
440,293,4
238,1087,2
684,972,5
659,731,1
98,331,5
582,9,3
664,275,5
228,661,5
6,506,3
294,628,5
215,1278,3
171,764,5
301,588,5
136,831,5
294,305,3
166,427,4
324,1026,5
688,261,5
297,789,1
341,748,2
284,138,5
236,375,4
406,1362,3
286,1037,5
352,1061,3
127,936,3
322,695,4
354,254,4
334,1270,4
360,1194,2
449,966,4
555,957,3
521,521,3
219,943,5
284,26,4
29,1377,5
391,703,5
223,403,5
661,663,5
354,256,5
575,77,1
696,1281,3
229,100,3
312,1032,5
207,99,5
187,47,5
60,234,2
332,629,5
220,674,1
129,488,1
64,1063,3
301,428,5
490,1377,1
376,321,5
191,692,3
85,603,5
703,463,5
56,219,4
571,1405,5
60,410,2
600,927,5
361,782,4
269,232,3
537,1152,5
93,1034,5
324,417,4
305,1087,3
521,811,4
203,1171,5
597,244,4
696,1242,5
130,36,4
173,1061,5
142,460,3
116,207,3
381,220,5
330,319,5
624,256,5
533,288,5
136,1135,5
373,637,4
34,857,5
14,460,3
163,1059,5
272,1298,5
330,1191,4
691,392,2
620,842,2
335,701,4
11,1384,5
105,271,5
607,1109,4
382,107,4
592,634,5
92,198,3
552,256,4
125,638,5
119,235,4
469,1021,4
367,738,3
648,462,5
259,882,4
13,401,4
504,1170,5
583,848,3
93,935,5
461,40,3
154,425,5
33,1213,4
444,34,4
402,281,5
29,594,5
311,382,5
22,752,5
103,495,5
398,267,5
256,597,3
284,1279,5
531,1297,3
332,1257,3
510,1343,3
484,62,4
322,230,2
484,1405,4
126,601,5
137,1119,5
485,1319,5
545,761,3
609,118,2
352,668,3
462,517,5
204,1161,4
204,143,4
117,66,5
296,490,5
296,1127,5
195,347,2
