user,item,rating
562,140,4
171,630,3
727,878,5
698,635,5
390,493,3
794,593,1
235,136,5
362,630,4
340,348,5
962,673,2
574,575,3
830,177,4
325,256,3
246,285,5
96,993,4
755,478,3
425,729,5
645,695,5
436,78,5
762,474,5
890,303,5
18,618,5
753,589,4
467,377,3
720,590,4
720,908,4
145,672,4
151,259,1
758,92,3
247,243,5
344,883,3
165,546,2
57,358,5
840,849,5
635,134,4
28,68,3
764,775,3
47,590,3
693,278,3
426,738,3
608,595,1
891,388,5
641,343,4
162,402,3
684,646,3
19,810,5
913,958,3
338,657,5
366,206,4
998,43,4
490,798,5
690,254,5
296,844,4
509,997,5
10,726,5
765,315,5
379,212,4
936,774,4
739,988,2
310,466,4
269,457,5
279,284,4
241,452,3
709,184,3
272,470,5
410,220,5
339,145,4
664,751,3
429,361,5
828,226,3
488,899,3
17,112,5
243,590,3
218,834,5
426,20,3
484,664,1
633,839,5
622,58,4
904,941,2
357,588,1
883,95,3
165,650,5
508,609,2
841,662,4
722,674,4
694,844,4
124,154,4
66,587,5
835,810,5
375,439,4
51,465,1
683,743,4
545,499,4
802,844,5
542,45,5
841,512,4
216,733,5
390,745,5
402,834,5
713,206,4
720,74,4
303,959,4
466,43,3
789,316,3
215,854,3
898,683,1
742,730,5
182,30,1
165,622,4
500,595,4
829,279,5
688,28,1
83,749,3
102,991,5
48,779,4
353,181,3
796,122,4
161,344,5
328,183,5
925,343,3
161,39,3
565,336,5
745,169,5
283,3,1
232,756,5
597,516,3
367,840,4
172,760,4
190,225,4
518,11,4
66,466,5
309,998,1
421,834,4
14,179,5
189,410,3
294,548,3
958,389,3
376,753,3
675,454,5
721,358,5
261,865,5
184,878,5
637,650,5
730,226,3
466,799,4
713,15,2
780,522,4
625,243,4
958,333,4
512,204,5
9,421,5
332,260,4
582,452,5
984,488,5
791,339,5
573,92,2
343,475,4
184,967,5
713,496,4
444,154,3
75,94,4
103,471,4
668,108,5
812,58,5
870,577,3
928,796,5
762,191,5
816,128,5
470,759,4
975,406,4
907,319,4
290,492,5
406,100,1
122,440,5
346,328,2
404,906,5
140,329,4
676,215,2
267,577,4
795,189,1
24,386,4
639,226,4
135,490,5
996,312,3
19,953,5
171,728,5
675,155,5
352,840,4
778,175,5
954,108,4
509,634,5
688,268,5
283,840,1
262,576,1
976,320,5
760,63,1
293,96,5
204,953,5
69,76,1
894,595,3
248,372,5
321,962,5
496,55,4
315,542,4
919,881,4
997,492,4
566,711,5
652,880,5
287,408,5
934,289,4
661,38,4
68,285,5
859,498,3
427,116,5
453,737,5
682,734,5
3,64,1
328,745,4
904,425,5
683,139,5
743,744,5
805,779,1
610,198,5
835,745,5
878,295,5
951,738,2
60,311,5
398,323,3
304,652,3
190,860,5
426,709,4
334,515,5
743,232,5
568,97,4
636,97,4
999,515,3
700,478,3
993,367,3
709,94,3
241,123,4
932,747,1
909,170,3
638,867,3
318,165,3
743,828,5
662,670,5
38,560,5
444,611,5
53,104,4
613,876,2
266,110,4
483,402,3
672,532,5
726,867,4
945,41,5
54,266,5
693,971,5
663,548,5
666,743,3
964,391,3
726,157,5
25,450,5
977,46,2
938,332,4
660,656,1
571,720,5
100,710,5
547,834,5
473,834,3
940,902,4
507,438,1
518,799,3
856,14,5
40,884,3
604,699,5
117,938,5
254,140,4
318,64,3
345,613,5
431,144,3
536,950,5
233,186,3
536,980,5
449,343,3
