user,item,rating
491,1240,4
532,390,3
267,195,5
53,160,5
685,1320,3
622,991,1
386,1287,5
201,1061,4
548,1154,5
70,1409,2
360,1297,3
585,456,4
514,89,3
576,269,5
497,1153,4
103,771,3
188,493,5
447,419,5
436,27,5
202,1045,5
29,393,5
478,270,5
185,110,4
318,582,3
493,789,4
277,275,4
323,1139,4
417,653,1
378,489,3
157,1123,5
490,1025,3
255,89,2
626,828,5
662,1134,5
474,984,4
330,1005,3
492,696,3
76,856,3
37,541,3
264,1320,3
141,894,1
278,202,5
109,465,4
201,1231,3
507,1126,3
63,703,5
288,579,3
361,128,5
381,1081,4
580,7,4
347,1383,5
101,944,5
651,896,4
567,1206,5
9,466,5
422,182,5
250,693,4
316,659,4
331,497,2
380,395,4
341,598,5
34,447,4
535,294,3
186,816,3
559,700,5
408,1334,5
589,56,4
298,783,3
151,533,5
273,396,3
243,148,3
509,227,5
587,1004,3
136,256,5
264,95,3
437,923,1
94,1065,5
307,917,4
310,664,2
132,185,1
270,1232,3
15,706,5
344,1352,2
239,420,4
11,868,4
271,896,4
669,1109,4
58,1022,5
28,703,5
185,217,4
320,260,1
65,258,4
316,808,4
101,375,5
360,724,5
8,1356,4
414,1161,5
685,889,5
533,311,5
623,1081,4
493,516,4
104,918,4
614,566,3
331,1272,3
699,168,3
124,1106,1
191,125,5
106,388,1
255,609,4
158,1310,4
275,1371,5
670,538,1
78,54,3
351,79,5
208,520,4
616,213,3
496,1056,4
262,451,5
628,341,5
308,157,3
262,877,3
312,545,5
45,1238,5
48,1053,1
241,894,5
210,312,3
49,1053,4
384,1365,4
627,864,4
614,428,4
58,215,5
69,770,1
495,256,4
473,189,5
161,329,3
340,96,3
47,1095,3
657,746,3
51,63,5
560,322,5
436,1384,5
151,1155,5
110,809,5
214,1203,3
91,363,4
574,1290,2
308,863,4
650,1365,4
342,787,4
233,174,5
612,544,5
120,500,4
450,303,5
262,922,5
621,15,5
348,583,2
316,1282,4
151,611,5
8,115,4
648,112,3
98,952,4
458,1224,4
620,390,5
604,474,5
363,255,3
515,1324,5
15,968,5
97,1062,5
534,316,4
295,1338,4
577,899,4
557,1074,5
430,1197,1
277,697,5
49,297,2
34,1274,5
414,93,4
219,211,2
556,163,4
620,110,4
48,1345,1
278,948,4
566,1203,4
222,1396,5
39,771,3
63,740,5
424,913,5
213,354,5
294,882,4
233,1316,5
651,110,4
567,1256,5
670,1060,5
127,1053,1
280,415,1
686,532,5
327,364,1
86,5,5
19,1071,5
33,1358,1
323,1409,3
663,660,5
547,46,5
554,567,4
254,604,4
520,657,4
398,678,4
438,572,5
272,143,5
39,203,5
230,602,4
268,1371,4
105,1031,5
623,1356,3
395,1116,5
287,805,5
609,1087,5
517,255,1
566,96,4
75,889,5
315,1376,5
464,1403,5
543,520,1
475,1191,5
327,974,5
464,993,5
526,507,2
264,489,5
295,893,3
484,1082,3
440,311,5
264,1130,4
508,333,5
532,923,5
672,18,4
379,678,4
641,445,3
409,659,3
613,1109,3
4,952,3
416,448,4
457,233,1
415,753,3
586,1089,3
552,999,3
464,1227,5
38,519,5
261,705,5
170,754,5
206,1219,4
269,1192,2
267,587,4
483,370,3
60,305,5
582,164,4
532,645,5
493,964,5
680,649,5
122,504,5
509,258,3
336,64,3
582,1102,5
704,1406,5
392,962,2
335,1405,4
503,1195,1
413,1034,5
532,969,5
399,256,5
537,256,3
533,973,4
574,500,1
614,788,3
107,759,5
33,792,3
315,210,5
216,832,5
492,868,4
257,255,3
264,1044,5
270,972,3
561,1006,5
289,818,3
561,406,5
154,157,3
234,1326,3
607,534,5
566,1256,4
224,918,1
56,602,3
545,97,5
309,1352,4
645,281,5
579,134,5
0,614,4
354,1089,5
312,1057,3
206,392,5
465,1211,3
219,915,4
397,258,4
402,13,5
156,122,5
445,1260,5
522,620,3
152,693,3
16,532,5
530,372,5
510,212,3
128,126,5
160,702,3
608,925,5
642,519,3
154,1213,5
525,910,5
156,1320,5
504,466,5
23,1221,5
471,272,3
304,1342,4
102,31,2
293,202,5
318,193,4
521,812,1
327,279,5
321,248,4
245,235,4
151,601,5
537,2,2
634,1217,5
493,271,5
221,17,5
509,760,5
120,216,4
679,1395,5
600,887,5
213,1070,5
368,1079,5
151,931,5
503,727,3
647,851,5
366,81,5
285,39,5
281,898,4
396,507,4
183,845,4
491,808,3
546,1290,5
447,1327,4
364,25,5
316,488,5
103,625,3
361,89,3
672,931,5
327,437,5
610,811,4
278,462,5
464,528,5
368,574,5
127,873,1
267,1088,5
704,765,4
567,436,5
263,538,5
50,1322,5
549,194,5
606,1155,1
594,1044,5
49,432,1
499,1110,4
134,224,3
127,1163,1
94,277,4
162,835,5
356,75,5
344,85,3
47,87,5
496,1404,4
16,1046,3
343,1295,5
641,1310,1
528,724,5
706,643,5
386,1088,5
17,926,4
557,1299,3
399,827,5
217,823,4
625,1127,2
416,623,5
514,735,5
307,417,4
675,602,2
143,1171,1
153,459,5
571,435,5
392,395,4
655,418,5
70,991,3
190,1097,5
436,842,4
4,816,3
460,321,5
671,477,4
327,1203,4
525,1304,4
162,222,5
549,950,5
254,780,5
341,303,4
63,670,5
418,1183,5
471,1412,3
309,50,4
521,967,2
31,1246,4
543,255,1
386,1250,5
459,1404,4
493,764,5
582,1322,5
306,11,5
287,63,5
62,979,5
79,614,3
235,1180,2
622,1310,1
488,668,4
508,1003,5
232,46,5
293,895,4
292,56,4
160,13,4
206,383,3
667,992,5
188,1296,3
202,1407,5
416,381,4
296,1216,5
384,1156,5
510,437,5
196,1029,5
107,1360,3
200,866,5
4,327,5
458,811,5
706,224,4
250,217,4
92,1029,5
623,1093,3
169,300,5
471,615,4
667,696,2
45,49,5
51,235,3
40,803,5
173,558,3
398,141,4
279,761,5
118,166,3
382,551,1
42,361,3
274,203,3
257,701,3
578,454,2
645,1156,5
692,711,3
572,269,5
318,640,4
438,116,5
282,1092,2
349,1030,4
356,27,2
559,188,5
681,912,1
305,469,5
206,1232,3
232,1392,5
519,561,5
154,816,3
324,139,5
701,1288,3
557,699,5
364,105,5
111,657,5
324,460,3
185,901,5
173,1088,5
664,238,1
217,754,2
209,914,5
107,646,4
476,400,3
53,1211,5
339,1180,3
318,1038,3
131,101,4
474,260,4
312,1272,4
700,1061,2
458,386,4
542,678,3
610,691,3
623,207,5
380,71,4
504,695,5
15,154,5
0,1084,5
695,409,5
474,996,5
632,1301,1
482,367,3
243,1138,3
27,662,5
204,1105,5
473,1066,5
177,607,2
271,383,5
25,387,1
543,486,1
39,429,3
169,1329,5
375,695,1
4,651,3
239,1330,5
669,374,3
362,1288,5
27,810,5
499,386,4
306,597,5
177,7,2
51,212,5
572,1408,4
304,276,3
144,988,5
678,980,5
483,386,4
235,1093,3
233,1218,4
87,0,5
431,839,4
593,652,5
640,308,4
415,1009,5
67,1409,3
115,783,3
163,87,5
600,693,5
14,996,5
74,419,5
656,412,5
216,1014,4
30,1034,5
652,820,3
455,926,5
303,530,5
546,3,4
36,636,2
124,894,2
567,484,4
278,633,5
24,1086,5
407,1042,4
449,179,4
302,591,5
118,878,3
179,202,4
15,848,5
214,1240,4
655,1175,4
338,374,3
323,845,5
549,1393,4
642,537,4
258,326,5
330,737,3
678,202,5
702,702,3
81,493,5
539,911,4
104,1179,4
558,1010,5
520,835,5
246,47,5
593,711,5
560,1097,5
113,818,3
209,643,5
206,104,3
65,654,3
660,1164,5
562,809,3
6,1286,4
131,1160,2
525,35,4
551,1020,5
478,246,5
129,1265,5
352,968,3
667,732,2
517,168,3
416,991,5
34,1119,4
34,277,4
557,978,5
366,1284,5
386,226,5
652,1030,2
483,463,3
495,311,5
186,231,4
278,414,4
492,97,5
620,953,4
525,63,4
274,1056,1
73,845,4
651,1193,4
228,663,5
246,968,5
664,491,4
139,1234,4
154,1086,5
474,893,4
19,380,4
45,750,5
291,1138,1
157,1129,5
186,820,5
113,92,5
235,1112,3
532,184,5
3,133,3
688,1355,5
631,256,5
678,336,4
151,460,4
595,405,5
255,841,4
357,1000,4
