user,item,rating
261,500,4
393,157,3
157,551,5
122,651,5
82,343,3
860,240,1
493,152,5
304,189,4
357,386,5
1142,361,2
151,344,3
903,602,4
1031,663,3
1366,484,5
247,258,4
753,544,3
105,542,5
689,94,5
650,43,5
740,331,5
238,0,5
1161,152,5
244,389,4
177,121,3
536,287,4
205,100,4
995,253,4
97,554,1
675,161,3
2,276,5
383,656,3
804,663,2
439,558,5
976,167,5
840,16,4
243,181,3
1130,114,3
789,38,3
1344,216,3
1054,503,3
1390,660,1
714,466,5
352,220,4
41,218,3
143,636,3
606,36,5
868,606,3
23,270,5
67,627,4
371,501,4
109,669,5
846,30,5
524,658,4
954,623,5
1066,611,5
1169,495,5
1022,269,4
1131,476,4
1139,614,2
1343,85,4
239,117,5
897,492,4
1018,692,3
1120,50,3
1352,95,5
58,500,5
89,271,4
294,184,3
129,95,5
783,613,3
858,51,3
338,449,5
789,29,3
283,573,5
973,319,3
849,298,1
427,319,5
990,31,4
478,66,2
513,309,1
17,135,3
804,344,5
1246,277,2
210,526,4
534,24,4
548,658,4
492,133,4
850,498,5
1305,36,5
1151,537,4
911,698,1
831,7,4
38,297,4
1316,670,5
457,342,5
983,131,4
608,586,5
1198,519,5
295,83,5
825,627,4
536,497,4
853,30,4
1031,385,3
946,94,3
1170,570,3
335,429,1
1288,602,5
1390,618,1
804,634,4
235,660,4
1152,706,5
1221,658,1
920,681,3
1276,702,5
528,381,4
805,196,3
522,211,4
818,531,5
1024,340,5
1066,50,3
209,216,3
80,597,5
372,35,5
482,348,1
1077,463,5
227,394,3
939,187,4
167,173,4
514,21,4
1368,349,4
976,266,5
355,57,1
271,83,4
726,340,5
1079,79,3
266,46,3
1307,196,3
866,45,3
333,326,5
1113,443,5
154,118,5
1321,329,5
171,688,5
1275,613,3
88,543,4
158,361,2
1023,398,4
1229,338,4
1080,309,4
1364,490,5
114,130,5
52,580,4
498,154,5
1239,335,5
11,360,5
75,293,2
354,640,4
129,536,5
983,293,4
651,274,3
1083,675,4
185,678,4
524,157,5
202,31,5
531,509,3
1004,458,5
804,80,5
1317,701,5
1022,219,4
727,613,4
1406,217,4
1230,139,5
654,674,1
865,596,5
189,173,2
1369,58,5
629,414,4
411,391,2
1330,509,4
524,621,4
121,348,1
437,368,4
1399,613,4
975,410,5
753,694,3
606,99,5
954,271,5
1150,129,5
190,187,4
17,365,5
1051,658,4
649,450,5
957,576,5
482,187,1
485,164,1
1347,235,5
312,157,1
1413,669,5
869,5,5
183,619,1
378,481,3
751,682,5
477,91,5
554,560,4
737,134,4
214,593,4
1359,354,4
1076,321,5
708,257,5
1144,568,5
850,526,4
841,467,4
124,557,5
416,698,3
60,549,5
854,179,5
775,515,5
158,509,1
559,53,4
1094,519,5
1148,585,5
996,591,5
223,506,1
506,541,5
1305,53,5
996,584,5
1073,503,2
1349,161,5
45,47,3
265,73,3
